# distance_A^-1 band_1_absolute_eV band_2_absolute_eV band_3_absolute_eV band_4_absolute_eV band_5_absolute_eV band_6_absolute_eV band_7_absolute_eV band_8_absolute_eV band_9_absolute_eV band_10_absolute_eV band_11_absolute_eV band_12_absolute_eV band_13_absolute_eV band_14_absolute_eV band_15_absolute_eV band_16_absolute_eV band_17_absolute_eV band_18_absolute_eV band_19_absolute_eV band_20_absolute_eV band_21_absolute_eV band_22_absolute_eV band_23_absolute_eV band_24_absolute_eV band_25_absolute_eV band_26_absolute_eV band_27_absolute_eV band_28_absolute_eV band_29_absolute_eV band_30_absolute_eV band_31_absolute_eV band_32_absolute_eV band_33_absolute_eV band_34_absolute_eV band_35_absolute_eV band_36_absolute_eV band_37_absolute_eV band_38_absolute_eV band_39_absolute_eV band_40_absolute_eV band_41_absolute_eV band_42_absolute_eV band_43_absolute_eV band_44_absolute_eV band_45_absolute_eV band_46_absolute_eV band_47_absolute_eV band_48_absolute_eV band_49_absolute_eV band_50_absolute_eV band_51_absolute_eV band_52_absolute_eV band_53_absolute_eV band_54_absolute_eV band_55_absolute_eV band_56_absolute_eV band_57_absolute_eV band_58_absolute_eV band_59_absolute_eV band_60_absolute_eV band_61_absolute_eV band_62_absolute_eV band_63_absolute_eV band_64_absolute_eV
5.97154122364253e+00 1.76615400000000e+00 2.15556200000000e+00 2.94014500000000e+00 3.58214600000000e+00 4.05574100000000e+00 4.44250400000000e+00 5.38282200000000e+00 5.43028500000000e+00 6.44605400000000e+00 7.56094000000000e+00 8.11791900000000e+00 9.64729400000000e+00 1.78209250000000e+01 1.84031190000000e+01 1.86450440000000e+01 1.90744190000000e+01 2.53504830000000e+01 2.58049050000000e+01 2.69283770000000e+01 2.73416850000000e+01 3.52094520000000e+01 3.56948520000000e+01 3.79164160000000e+01 3.85865080000000e+01 4.28947350000000e+01 4.32993040000000e+01 4.42587500000000e+01 4.46821220000000e+01 5.19807300000000e+01 5.26472140000000e+01 5.68897750000000e+01 5.74274310000000e+01 5.82850780000000e+01 5.91391800000000e+01 5.95480030000000e+01 6.11461620000000e+01 6.21014120000000e+01 6.28113230000000e+01 6.37071390000000e+01 6.38002940000000e+01 6.41200520000000e+01 6.47882670000000e+01 6.53796500000000e+01 6.54796300000000e+01 7.04283090000000e+01 7.09622710000000e+01 7.10599000000000e+01 7.13053500000000e+01 7.19509670000000e+01 7.21079090000000e+01 7.35337200000000e+01 7.39755510000000e+01 7.40112580000000e+01 7.62270530000000e+01 7.66632330000000e+01 7.68655190000000e+01 8.06898300000000e+01 8.18056910000000e+01 8.44234280000000e+01 8.48585590000000e+01 8.52859320000000e+01 8.61547530000000e+01 8.71791280000000e+01 8.74267940000000e+01
5.98112097602061e+00 1.77665000000000e+00 2.14685400000000e+00 2.96360800000000e+00 3.56811300000000e+00 4.04171700000000e+00 4.45665900000000e+00 5.37465300000000e+00 5.43285000000000e+00 6.46429700000000e+00 7.57337000000000e+00 8.19088900000000e+00 9.70531000000000e+00 1.77187210000000e+01 1.83106590000000e+01 1.85472060000000e+01 1.89845470000000e+01 2.54120550000000e+01 2.58629930000000e+01 2.69808280000000e+01 2.73918980000000e+01 3.51024060000000e+01 3.55889260000000e+01 3.78677300000000e+01 3.85405190000000e+01 4.29829880000000e+01 4.33894330000000e+01 4.43209430000000e+01 4.47438210000000e+01 5.21526070000000e+01 5.28304850000000e+01 5.69413900000000e+01 5.74847530000000e+01 5.82557920000000e+01 5.90913790000000e+01 5.95248890000000e+01 6.10881460000000e+01 6.21273630000000e+01 6.27792000000000e+01 6.36417720000000e+01 6.38759940000000e+01 6.40701040000000e+01 6.49238380000000e+01 6.53670840000000e+01 6.55564880000000e+01 7.03344320000000e+01 7.09468260000000e+01 7.09719890000000e+01 7.12438220000000e+01 7.18858170000000e+01 7.21033750000000e+01 7.35032290000000e+01 7.39558590000000e+01 7.39996710000000e+01 7.60317690000000e+01 7.64840940000000e+01 7.69033820000000e+01 8.07101310000000e+01 8.18060930000000e+01 8.44802060000000e+01 8.49180280000000e+01 8.52577950000000e+01 8.61457940000000e+01 8.72230980000000e+01 8.74571590000000e+01
5.99070072839868e+00 1.78710100000000e+00 2.13847300000000e+00 2.98690100000000e+00 3.55388400000000e+00 4.02805000000000e+00 4.47082200000000e+00 5.36219700000000e+00 5.43884400000000e+00 6.48253600000000e+00 7.58507500000000e+00 8.26484000000000e+00 9.76456100000000e+00 1.76168530000000e+01 1.82189670000000e+01 1.84497160000000e+01 1.88955200000000e+01 2.54741410000000e+01 2.59215690000000e+01 2.70335580000000e+01 2.74423420000000e+01 3.49954380000000e+01 3.54830100000000e+01 3.78203330000000e+01 3.84959200000000e+01 4.30717760000000e+01 4.34800950000000e+01 4.43827990000000e+01 4.48051520000000e+01 5.23238350000000e+01 5.30140580000000e+01 5.69932540000000e+01 5.75424120000000e+01 5.82129170000000e+01 5.90278180000000e+01 5.95087050000000e+01 6.10412280000000e+01 6.21477400000000e+01 6.27461020000000e+01 6.35846010000000e+01 6.39357780000000e+01 6.40213520000000e+01 6.50620260000000e+01 6.53578750000000e+01 6.56462020000000e+01 7.02393200000000e+01 7.08817960000000e+01 7.09243990000000e+01 7.11898900000000e+01 7.18152410000000e+01 7.21032640000000e+01 7.34746490000000e+01 7.38994950000000e+01 7.40235820000000e+01 7.58387090000000e+01 7.63105220000000e+01 7.69420220000000e+01 8.07272020000000e+01 8.18026560000000e+01 8.45321120000000e+01 8.49720350000000e+01 8.52322340000000e+01 8.61396670000000e+01 8.72685410000000e+01 8.74883420000000e+01
6.00028048077676e+00 1.79751100000000e+00 2.13042500000000e+00 3.01002500000000e+00 3.53946200000000e+00 4.01474600000000e+00 4.48499000000000e+00 5.34769500000000e+00 5.44602600000000e+00 6.50076500000000e+00 7.59606100000000e+00 8.33975100000000e+00 9.82502400000000e+00 1.75153210000000e+01 1.81280600000000e+01 1.83525770000000e+01 1.88073590000000e+01 2.55367400000000e+01 2.59806360000000e+01 2.70865440000000e+01 2.74929960000000e+01 3.48885660000000e+01 3.53771220000000e+01 3.77742290000000e+01 3.84527140000000e+01 4.31610940000000e+01 4.35712820000000e+01 4.44443720000000e+01 4.48661730000000e+01 5.24940720000000e+01 5.31976710000000e+01 5.70453540000000e+01 5.76004040000000e+01 5.81566350000000e+01 5.89486970000000e+01 5.94996080000000e+01 6.10057710000000e+01 6.21632160000000e+01 6.27121670000000e+01 6.35354720000000e+01 6.39698650000000e+01 6.39842650000000e+01 6.52019180000000e+01 6.53519610000000e+01 6.57475990000000e+01 7.01429280000000e+01 7.07917950000000e+01 7.08901150000000e+01 7.11459550000000e+01 7.17424210000000e+01 7.21044780000000e+01 7.34477790000000e+01 7.38410150000000e+01 7.40478780000000e+01 7.56485020000000e+01 7.61434210000000e+01 7.69812680000000e+01 8.07409200000000e+01 8.17954270000000e+01 8.45785660000000e+01 8.50199020000000e+01 8.52092100000000e+01 8.61363280000000e+01 8.73139740000000e+01 8.75196840000000e+01
6.00986023315483e+00 1.80788500000000e+00 2.12271200000000e+00 3.03298100000000e+00 3.52485100000000e+00 4.00180900000000e+00 4.49915700000000e+00 5.33210800000000e+00 5.45343700000000e+00 6.51898200000000e+00 7.60633500000000e+00 8.41559800000000e+00 9.88667600000000e+00 1.74141260000000e+01 1.80379530000000e+01 1.82557920000000e+01 1.87200850000000e+01 2.55998560000000e+01 2.60401970000000e+01 2.71397650000000e+01 2.75438410000000e+01 3.47818080000000e+01 3.52712830000000e+01 3.77294270000000e+01 3.84109060000000e+01 4.32509350000000e+01 4.36629870000000e+01 4.45057170000000e+01 4.49269400000000e+01 5.26629260000000e+01 5.33810260000000e+01 5.70976770000000e+01 5.76587250000000e+01 5.80877230000000e+01 5.88548720000000e+01 5.94972590000000e+01 6.09814990000000e+01 6.21743770000000e+01 6.26775540000000e+01 6.34941440000000e+01 6.39248270000000e+01 6.40134780000000e+01 6.53407710000000e+01 6.53511600000000e+01 6.58589620000000e+01 7.00452220000000e+01 7.07006040000000e+01 7.08446660000000e+01 7.11127040000000e+01 7.16685610000000e+01 7.21059020000000e+01 7.34223150000000e+01 7.37799880000000e+01 7.40723810000000e+01 7.54618770000000e+01 7.59837610000000e+01 7.70209620000000e+01 8.07511800000000e+01 8.17844750000000e+01 8.46189550000000e+01 8.50610520000000e+01 8.51890280000000e+01 8.61356290000000e+01 8.73593750000000e+01 8.75505960000000e+01
6.01943998553291e+00 1.81822800000000e+00 2.11533900000000e+00 3.05577200000000e+00 3.51005500000000e+00 3.98924500000000e+00 4.51331800000000e+00 5.31583100000000e+00 5.46068200000000e+00 6.53718200000000e+00 7.61590100000000e+00 8.49236000000000e+00 9.94949100000000e+00 1.73132660000000e+01 1.79486620000000e+01 1.81593680000000e+01 1.86337180000000e+01 2.56634880000000e+01 2.61002550000000e+01 2.71932010000000e+01 2.75948570000000e+01 3.46751800000000e+01 3.51655100000000e+01 3.76859330000000e+01 3.83704990000000e+01 4.33412920000000e+01 4.37552030000000e+01 4.45668840000000e+01 4.49875060000000e+01 5.28299470000000e+01 5.35637740000000e+01 5.71502090000000e+01 5.77173610000000e+01 5.80074330000000e+01 5.87477390000000e+01 5.95009510000000e+01 6.09676240000000e+01 6.21817470000000e+01 6.26424420000000e+01 6.34603250000000e+01 6.38777680000000e+01 6.40333810000000e+01 6.53491960000000e+01 6.54840040000000e+01 6.59782960000000e+01 6.99461730000000e+01 7.06082700000000e+01 7.07897330000000e+01 7.10884090000000e+01 7.15942030000000e+01 7.21070720000000e+01 7.33977960000000e+01 7.37158680000000e+01 7.40969970000000e+01 7.52797110000000e+01 7.58325510000000e+01 7.70609450000000e+01 8.07578940000000e+01 8.17699000000000e+01 8.46528190000000e+01 8.50950310000000e+01 8.51717870000000e+01 8.61376130000000e+01 8.74036240000000e+01 8.75797810000000e+01
6.02901973791098e+00 1.82854300000000e+00 2.10831200000000e+00 3.07839800000000e+00 3.49507800000000e+00 3.97706000000000e+00 4.52746900000000e+00 5.29904900000000e+00 5.46758100000000e+00 6.55536200000000e+00 7.62476600000000e+00 8.57001500000000e+00 1.00134440000000e+01 1.72127400000000e+01 1.78602000000000e+01 1.80633100000000e+01 1.85482800000000e+01 2.57276390000000e+01 2.61608110000000e+01 2.72468300000000e+01 2.76460260000000e+01 3.45686980000000e+01 3.50598210000000e+01 3.76437550000000e+01 3.83314990000000e+01 4.34321590000000e+01 4.38479230000000e+01 4.46279220000000e+01 4.50479220000000e+01 5.29946060000000e+01 5.37454970000000e+01 5.72029320000000e+01 5.77762510000000e+01 5.79173760000000e+01 5.86290650000000e+01 5.95097830000000e+01 6.09630270000000e+01 6.21857850000000e+01 6.26070060000000e+01 6.34336980000000e+01 6.38307800000000e+01 6.40434200000000e+01 6.53525790000000e+01 6.56243030000000e+01 6.61035540000000e+01 6.98457590000000e+01 7.05147440000000e+01 7.07281720000000e+01 7.10702730000000e+01 7.15196450000000e+01 7.21077710000000e+01 7.33735450000000e+01 7.36480980000000e+01 7.41216450000000e+01 7.51030890000000e+01 7.56908200000000e+01 7.71010700000000e+01 8.07609990000000e+01 8.17518170000000e+01 8.46797420000000e+01 8.51212630000000e+01 8.51576130000000e+01 8.61422730000000e+01 8.74482870000000e+01 8.76080040000000e+01
6.03859949028906e+00 1.83883500000000e+00 2.10163500000000e+00 3.10086100000000e+00 3.47992500000000e+00 3.96525600000000e+00 4.54160500000000e+00 5.28185800000000e+00 5.47404000000000e+00 6.57351900000000e+00 7.63293500000000e+00 8.64854300000000e+00 1.00785110000000e+01 1.71125450000000e+01 1.77725730000000e+01 1.79676200000000e+01 1.84637860000000e+01 2.57923110000000e+01 2.62218690000000e+01 2.73006310000000e+01 2.76973270000000e+01 3.44623780000000e+01 3.49542330000000e+01 3.76029000000000e+01 3.82939110000000e+01 4.35235280000000e+01 4.39411390000000e+01 4.46888740000000e+01 4.51082350000000e+01 5.31562760000000e+01 5.39256870000000e+01 5.72558280000000e+01 5.78173030000000e+01 5.78373600000000e+01 5.85008190000000e+01 5.95227940000000e+01 6.09664520000000e+01 6.21868820000000e+01 6.25714070000000e+01 6.34139200000000e+01 6.37837720000000e+01 6.40450970000000e+01 6.53588700000000e+01 6.57633220000000e+01 6.62327930000000e+01 6.97439780000000e+01 7.04199710000000e+01 7.06624310000000e+01 7.10558990000000e+01 7.14450690000000e+01 7.21078850000000e+01 7.33485860000000e+01 7.35761610000000e+01 7.41462450000000e+01 7.49333980000000e+01 7.55595680000000e+01 7.71411880000000e+01 8.07604510000000e+01 8.17303660000000e+01 8.46993400000000e+01 8.51385720000000e+01 8.51474470000000e+01 8.61493220000000e+01 8.74876160000000e+01 8.76331750000000e+01
6.04817924266713e+00 1.84910200000000e+00 2.09531100000000e+00 3.12315700000000e+00 3.46460100000000e+00 3.95383800000000e+00 4.55572200000000e+00 5.26431100000000e+00 5.48000800000000e+00 6.59164900000000e+00 7.64041600000000e+00 8.72791900000000e+00 1.01446640000000e+01 1.70126840000000e+01 1.76857960000000e+01 1.78723160000000e+01 1.83802610000000e+01 2.58575050000000e+01 2.62834310000000e+01 2.73545830000000e+01 2.77487410000000e+01 3.43562330000000e+01 3.48487610000000e+01 3.75633760000000e+01 3.82577380000000e+01 4.36153930000000e+01 4.40348450000000e+01 4.47497850000000e+01 4.51684890000000e+01 5.33142000000000e+01 5.41037030000000e+01 5.73088740000000e+01 5.77141670000000e+01 5.78955670000000e+01 5.83650800000000e+01 5.95390730000000e+01 6.09766470000000e+01 6.21853890000000e+01 6.25357800000000e+01 6.34006690000000e+01 6.37366160000000e+01 6.40397790000000e+01 6.53680400000000e+01 6.59003410000000e+01 6.63642300000000e+01 6.96408450000000e+01 7.03239180000000e+01 7.05941720000000e+01 7.10436840000000e+01 7.13706030000000e+01 7.21073480000000e+01 7.33215390000000e+01 7.34996410000000e+01 7.41707280000000e+01 7.47724240000000e+01 7.54397070000000e+01 7.71811580000000e+01 8.07562320000000e+01 8.17057050000000e+01 8.47113830000000e+01 8.51371880000000e+01 8.51510170000000e+01 8.61588070000000e+01 8.75244220000000e+01 8.76550630000000e+01
6.05775899504520e+00 1.85935000000000e+00 2.08934400000000e+00 3.14528600000000e+00 3.44911100000000e+00 3.94281200000000e+00 4.56981400000000e+00 5.24644600000000e+00 5.48545300000000e+00 6.60974900000000e+00 7.64721300000000e+00 8.80812400000000e+00 1.02118770000000e+01 1.69131590000000e+01 1.75998740000000e+01 1.77774100000000e+01 1.82977270000000e+01 2.59232230000000e+01 2.63455010000000e+01 2.74086650000000e+01 2.78002490000000e+01 3.42502770000000e+01 3.47434210000000e+01 3.75251950000000e+01 3.82229880000000e+01 4.37077480000000e+01 4.41290320000000e+01 4.48106940000000e+01 4.52287280000000e+01 5.34674540000000e+01 5.42787260000000e+01 5.73620190000000e+01 5.76053310000000e+01 5.79553970000000e+01 5.82240050000000e+01 5.95578140000000e+01 6.09924530000000e+01 6.21816050000000e+01 6.25002300000000e+01 6.33936480000000e+01 6.36892050000000e+01 6.40286110000000e+01 6.53800340000000e+01 6.60346740000000e+01 6.64962580000000e+01 6.95364070000000e+01 7.02265810000000e+01 7.05244390000000e+01 7.10326330000000e+01 7.12963470000000e+01 7.21061210000000e+01 7.32905060000000e+01 7.34182890000000e+01 7.41950250000000e+01 7.46224650000000e+01 7.53319960000000e+01 7.72208410000000e+01 8.07483470000000e+01 8.16780100000000e+01 8.47156480000000e+01 8.51325090000000e+01 8.51524370000000e+01 8.61706450000000e+01 8.75581190000000e+01 8.76722420000000e+01
6.06733874742328e+00 1.86958100000000e+00 2.08374000000000e+00 3.16725100000000e+00 3.43346400000000e+00 3.93217900000000e+00 4.58387800000000e+00 5.22828500000000e+00 5.49035600000000e+00 6.62781500000000e+00 7.65333000000000e+00 8.88913900000000e+00 1.02801270000000e+01 1.68139690000000e+01 1.75148080000000e+01 1.76829210000000e+01 1.82162010000000e+01 2.59894670000000e+01 2.64080810000000e+01 2.74628550000000e+01 2.78518320000000e+01 3.41445250000000e+01 3.46382300000000e+01 3.74883640000000e+01 3.81896670000000e+01 4.38005860000000e+01 4.42236950000000e+01 4.48716390000000e+01 4.52889900000000e+01 5.36149040000000e+01 5.44496830000000e+01 5.74149540000000e+01 5.74943730000000e+01 5.80151520000000e+01 5.80802110000000e+01 5.95783330000000e+01 6.10128560000000e+01 6.21757910000000e+01 6.24648340000000e+01 6.33925890000000e+01 6.36414480000000e+01 6.40125340000000e+01 6.53947940000000e+01 6.61656300000000e+01 6.66274080000000e+01 6.94307520000000e+01 7.01279990000000e+01 7.04538860000000e+01 7.10221450000000e+01 7.12223840000000e+01 7.21041790000000e+01 7.32530150000000e+01 7.33320880000000e+01 7.42190710000000e+01 7.44863850000000e+01 7.52369810000000e+01 7.72601090000000e+01 8.07368260000000e+01 8.16474700000000e+01 8.47121210000000e+01 8.51306100000000e+01 8.51460180000000e+01 8.61849770000000e+01 8.75827680000000e+01 8.76852350000000e+01
6.07691849980135e+00 1.87983700000000e+00 2.07853400000000e+00 3.18909000000000e+00 3.41767700000000e+00 3.92198300000000e+00 4.59791100000000e+00 5.20985400000000e+00 5.49471300000000e+00 6.64584800000000e+00 7.65878500000000e+00 8.97094900000000e+00 1.03494050000000e+01 1.67151370000000e+01 1.74306040000000e+01 1.75889020000000e+01 1.81357210000000e+01 2.60562400000000e+01 2.64711750000000e+01 2.75171340000000e+01 2.79034730000000e+01 3.40389910000000e+01 3.45332040000000e+01 3.74528950000000e+01 3.81577800000000e+01 4.38939150000000e+01 4.43188310000000e+01 4.49326620000000e+01 4.53493230000000e+01 5.37553140000000e+01 5.46152610000000e+01 5.73815570000000e+01 5.74696410000000e+01 5.79342340000000e+01 5.80767390000000e+01 5.96003140000000e+01 6.10371560000000e+01 6.21683030000000e+01 6.24296510000000e+01 6.33975580000000e+01 6.35933980000000e+01 6.39924370000000e+01 6.54127600000000e+01 6.62924930000000e+01 6.67563350000000e+01 6.93240570000000e+01 7.00283340000000e+01 7.03830440000000e+01 7.10118820000000e+01 7.11489010000000e+01 7.21016360000000e+01 7.32061130000000e+01 7.32413250000000e+01 7.42428050000000e+01 7.43675200000000e+01 7.51549630000000e+01 7.72989070000000e+01 8.07217290000000e+01 8.16143090000000e+01 8.47008050000000e+01 8.51282760000000e+01 8.51348950000000e+01 8.62010470000000e+01 8.76006590000000e+01 8.76905730000000e+01
6.08649825217943e+00 1.89004300000000e+00 2.07366500000000e+00 3.21070800000000e+00 3.40174500000000e+00 3.91215000000000e+00 4.61190000000000e+00 5.19115400000000e+00 5.49849400000000e+00 6.66383900000000e+00 7.66356000000000e+00 9.05352100000000e+00 1.04196480000000e+01 1.66166160000000e+01 1.73472230000000e+01 1.74953280000000e+01 1.80562740000000e+01 2.61235420000000e+01 2.65347840000000e+01 2.75714760000000e+01 2.79551450000000e+01 3.39336830000000e+01 3.44283520000000e+01 3.74187940000000e+01 3.81273320000000e+01 4.39876970000000e+01 4.44144200000000e+01 4.49937840000000e+01 4.54097450000000e+01 5.38865800000000e+01 5.47732280000000e+01 5.72723670000000e+01 5.75228150000000e+01 5.77914150000000e+01 5.81374580000000e+01 5.96227600000000e+01 6.10642790000000e+01 6.21590810000000e+01 6.23946980000000e+01 6.34077190000000e+01 6.35447490000000e+01 6.39686700000000e+01 6.54328570000000e+01 6.64144980000000e+01 6.68816840000000e+01 6.92164840000000e+01 6.99276670000000e+01 7.03119570000000e+01 7.10015300000000e+01 7.10757360000000e+01 7.20982070000000e+01 7.31441990000000e+01 7.31492180000000e+01 7.42645250000000e+01 7.42706960000000e+01 7.50859420000000e+01 7.73369610000000e+01 8.07031200000000e+01 8.15786930000000e+01 8.46818410000000e+01 8.51071170000000e+01 8.51376380000000e+01 8.62192250000000e+01 8.76088160000000e+01 8.76885080000000e+01
6.09607800455750e+00 1.90023700000000e+00 2.06917100000000e+00 3.23213000000000e+00 3.38570200000000e+00 3.90272200000000e+00 4.62584200000000e+00 5.17220700000000e+00 5.50170200000000e+00 6.68178700000000e+00 7.66767100000000e+00 9.13684200000000e+00 1.04908480000000e+01 1.65184290000000e+01 1.72646500000000e+01 1.74022760000000e+01 1.79778950000000e+01 2.61913760000000e+01 2.65989120000000e+01 2.76258620000000e+01 2.80068320000000e+01 3.38286160000000e+01 3.43236920000000e+01 3.73860740000000e+01 3.80983310000000e+01 4.40819420000000e+01 4.45104620000000e+01 4.50550430000000e+01 4.54702990000000e+01 5.40067060000000e+01 5.49209780000000e+01 5.71676890000000e+01 5.75762350000000e+01 5.76540030000000e+01 5.81986120000000e+01 5.96455540000000e+01 6.10938030000000e+01 6.21484310000000e+01 6.23600030000000e+01 6.34232090000000e+01 6.34955980000000e+01 6.39418580000000e+01 6.54555410000000e+01 6.65307960000000e+01 6.70021400000000e+01 6.91084010000000e+01 6.98263730000000e+01 7.02409370000000e+01 7.09908350000000e+01 7.10031950000000e+01 7.20940140000000e+01 7.30475640000000e+01 7.30741720000000e+01 7.41932180000000e+01 7.42893210000000e+01 7.50297200000000e+01 7.73742130000000e+01 8.06811020000000e+01 8.15408680000000e+01 8.46554620000000e+01 8.50764540000000e+01 8.51452160000000e+01 8.62392730000000e+01 8.76083130000000e+01 8.76786700000000e+01
6.10565775693558e+00 1.91042100000000e+00 2.06505600000000e+00 3.25331400000000e+00 3.36959600000000e+00 3.89370200000000e+00 4.63973100000000e+00 5.15302500000000e+00 5.50433300000000e+00 6.69968900000000e+00 7.67112400000000e+00 9.22089000000000e+00 1.05629810000000e+01 1.64205750000000e+01 1.71828350000000e+01 1.73098130000000e+01 1.79006030000000e+01 2.62597430000000e+01 2.66635620000000e+01 2.76802710000000e+01 2.80585140000000e+01 3.37238010000000e+01 3.42192370000000e+01 3.73547450000000e+01 3.80707830000000e+01 4.41766430000000e+01 4.46069500000000e+01 4.51164680000000e+01 4.55310150000000e+01 5.41130540000000e+01 5.50547270000000e+01 5.70708380000000e+01 5.75258680000000e+01 5.76301960000000e+01 5.82600850000000e+01 5.96683830000000e+01 6.11252360000000e+01 6.21365080000000e+01 6.23255800000000e+01 6.34435910000000e+01 6.34462050000000e+01 6.39124020000000e+01 6.54807610000000e+01 6.66404150000000e+01 6.71163050000000e+01 6.90003010000000e+01 6.97249400000000e+01 7.01701220000000e+01 7.09308110000000e+01 7.09802150000000e+01 7.20890420000000e+01 7.29467810000000e+01 7.29861210000000e+01 7.41411720000000e+01 7.43118090000000e+01 7.49859010000000e+01 7.74105530000000e+01 8.06557960000000e+01 8.15010600000000e+01 8.46218720000000e+01 8.50381930000000e+01 8.51559650000000e+01 8.62612000000000e+01 8.75960310000000e+01 8.76597320000000e+01
6.11523750931365e+00 1.92059300000000e+00 2.06132500000000e+00 3.27413100000000e+00 3.35356100000000e+00 3.88509300000000e+00 4.65355800000000e+00 5.13362100000000e+00 5.50638300000000e+00 6.71754300000000e+00 7.67392200000000e+00 9.30564500000000e+00 1.06360200000000e+01 1.63230560000000e+01 1.71016990000000e+01 1.72180360000000e+01 1.78244190000000e+01 2.63286470000000e+01 2.67287370000000e+01 2.77346790000000e+01 2.81101710000000e+01 3.36192500000000e+01 3.41150000000000e+01 3.73248180000000e+01 3.80446950000000e+01 4.42717920000000e+01 4.47038750000000e+01 4.51780890000000e+01 4.55919250000000e+01 5.42025300000000e+01 5.51693390000000e+01 5.69852920000000e+01 5.74134430000000e+01 5.76837860000000e+01 5.83218520000000e+01 5.96909910000000e+01 6.11581770000000e+01 6.21234540000000e+01 6.22914400000000e+01 6.33956840000000e+01 6.34696060000000e+01 6.38806250000000e+01 6.55084670000000e+01 6.67422020000000e+01 6.72226400000000e+01 6.88928910000000e+01 6.96240800000000e+01 7.00996190000000e+01 7.08592700000000e+01 7.09689550000000e+01 7.20832750000000e+01 7.28444570000000e+01 7.28848900000000e+01 7.41115830000000e+01 7.43338200000000e+01 7.49539720000000e+01 7.74458680000000e+01 8.06273390000000e+01 8.14595020000000e+01 8.45815300000000e+01 8.49928920000000e+01 8.51697870000000e+01 8.62847110000000e+01 8.75714170000000e+01 8.76316270000000e+01
6.12481726169172e+00 1.93075300000000e+00 2.05798300000000e+00 3.29402900000000e+00 3.33815500000000e+00 3.87689900000000e+00 4.66731200000000e+00 5.11401200000000e+00 5.50785000000000e+00 6.73534500000000e+00 7.67607100000000e+00 9.39108500000000e+00 1.07099390000000e+01 1.62258690000000e+01 1.70211130000000e+01 1.71270920000000e+01 1.77493610000000e+01 2.63980890000000e+01 2.67944400000000e+01 2.77890640000000e+01 2.81617820000000e+01 3.35149740000000e+01 3.40109950000000e+01 3.72963040000000e+01 3.80200730000000e+01 4.43673830000000e+01 4.48012310000000e+01 4.52399310000000e+01 4.56530560000000e+01 5.42717190000000e+01 5.52582620000000e+01 5.69147630000000e+01 5.73231470000000e+01 5.77374420000000e+01 5.83839010000000e+01 5.97131700000000e+01 6.11922980000000e+01 6.21093920000000e+01 6.22575950000000e+01 6.33449440000000e+01 6.35002360000000e+01 6.38467890000000e+01 6.55386190000000e+01 6.68347380000000e+01 6.73193890000000e+01 6.87871770000000e+01 6.95247980000000e+01 7.00295050000000e+01 7.07883500000000e+01 7.09572720000000e+01 7.20766970000000e+01 7.27416510000000e+01 7.27731190000000e+01 7.41020950000000e+01 7.43552950000000e+01 7.49333640000000e+01 7.74800380000000e+01 8.05958840000000e+01 8.14164320000000e+01 8.45348760000000e+01 8.49410820000000e+01 8.51866110000000e+01 8.63101810000000e+01 8.75361510000000e+01 8.75966420000000e+01
6.13439701406980e+00 1.94089600000000e+00 2.05503700000000e+00 3.30776700000000e+00 3.32862400000000e+00 3.86912400000000e+00 4.68098200000000e+00 5.09421300000000e+00 5.50873400000000e+00 6.75309300000000e+00 7.67757700000000e+00 9.47719100000000e+00 1.07847150000000e+01 1.61290150000000e+01 1.69408790000000e+01 1.70371990000000e+01 1.76754490000000e+01 2.64680700000000e+01 2.68606730000000e+01 2.78434040000000e+01 2.82133260000000e+01 3.34109830000000e+01 3.39072350000000e+01 3.72692140000000e+01 3.79969250000000e+01 4.44634100000000e+01 4.48990100000000e+01 4.53020190000000e+01 4.57144360000000e+01 5.43172240000000e+01 5.53141680000000e+01 5.68628800000000e+01 5.72626270000000e+01 5.77910780000000e+01 5.84462200000000e+01 5.97347510000000e+01 6.12273350000000e+01 6.20944440000000e+01 6.22240630000000e+01 6.32936840000000e+01 6.35357110000000e+01 6.38111170000000e+01 6.55711830000000e+01 6.69162370000000e+01 6.74045070000000e+01 6.86845740000000e+01 6.94284750000000e+01 6.99598440000000e+01 7.07181150000000e+01 7.09451120000000e+01 7.20692930000000e+01 7.26392280000000e+01 7.26540010000000e+01 7.41099210000000e+01 7.43762010000000e+01 7.49235010000000e+01 7.75129650000000e+01 8.05615970000000e+01 8.13720850000000e+01 8.44822990000000e+01 8.48832310000000e+01 8.52061970000000e+01 8.63363410000000e+01 8.74888690000000e+01 8.75476670000000e+01
